timestamp,ecg_value
1745749190732,337
1745749190736,340
1745749190740,340
1745749190744,340
1745749190752,343
1745749190756,347
1745749190760,352
1745749190764,357
1745749190773,361
1745749190776,364
1745749190781,364
1745749190785,365
1745749190793,370
1745749190797,376
1745749190801,377
1745749190809,375
1745749190813,375
1745749190817,373
1745749190822,366
1745749190830,359
1745749190834,351
1745749190838,344
1745749190842,340
1745749190850,333
1745749190855,328
1745749190859,325
1745749190867,326
1745749190871,328
1745749190875,329
1745749190879,327
1745749190887,323
1745749190891,321
1745749190895,321
1745749190899,321
1745749190908,321
1745749190912,321
1745749190916,324
1745749190924,325
1745749190928,323
1745749190932,322
1745749190936,325
1745749190945,325
1745749190948,322
1745749190953,323
1745749190957,323
1745749190965,321
1745749190969,322
1745749190973,325
1745749190981,327
1745749190986,328
1745749190990,326
1745749190994,319
1745749191002,307
1745749191006,301
1745749191010,312
1745749191014,330
1745749191022,335
1745749191027,332
1745749191031,328
1745749191039,322
1745749191043,320
1745749191047,314
1745749191051,306
1745749191059,303
1745749191063,299
1745749191068,302
1745749191072,308
1745749191080,294
1745749191084,290
1745749191088,316
1745749191092,342
1745749191100,347
1745749191104,341
1745749191108,337
1745749191117,337
1745749191121,341
1745749191125,343
1745749191129,348
1745749191137,356
1745749191141,359
1745749191145,361
1745749191149,366
1745749191157,368
1745749191162,368
1745749191166,374
1745749191174,386
1745749191178,393
1745749191182,398
1745749191186,397
1745749191195,386
1745749191198,382
1745749191202,387
1745749191206,396
1745749191215,400
1745749191219,403
1745749191223,406
1745749191231,410
1745749191235,412
1745749191239,418
1745749191244,426
1745749191252,422
1745749191256,409
1745749191260,401
1745749191264,402
1745749191272,406
1745749191276,410
1745749191280,412
1745749191288,412
1745749191293,408
1745749191297,404
1745749191301,405
1745749191309,405
1745749191313,402
1745749191317,396
1745749191321,391
1745749191330,392
1745749191334,399
1745749191338,407
1745749191342,414
1745749191350,413
1745749191354,415
1745749191358,418
1745749191366,420
1745749191370,421
1745749191375,422
1745749191379,422
1745749191387,416
1745749191391,406
1745749191395,398
1745749191399,398
1745749191407,401
1745749191411,402
1745749191416,402
1745749191424,411
1745749191428,418
1745749191432,411
1745749191436,393
1745749191444,375
1745749191448,369
1745749191452,397
1745749191457,460
1745749191464,535
1745749191469,604
1745749191473,615
1745749191481,531
1745749191485,439
1745749191489,411
1745749191493,424
1745749191502,430
1745749191506,421
1745749191510,404
1745749191514,388
1745749191522,382
1745749191526,381
1745749191530,375
1745749191539,373
1745749191542,380
1745749191547,379
1745749191551,370
1745749191559,370
1745749191563,376
1745749191567,374
1745749191571,371
1745749191579,378
1745749191584,379
1745749191588,381
1745749191596,380
1745749191600,378
1745749191604,372
1745749191608,372
1745749191617,373
1745749191621,377
1745749191625,378
1745749191629,368
1745749191637,370
1745749191641,374
1745749191645,378
1745749191649,381
1745749191657,388
1745749191661,391
1745749191666,394
1745749191674,395
1745749191678,389
1745749191682,388
1745749191686,391
1745749191694,389
1745749191698,378
1745749191702,363
1745749191706,352
1745749191715,347
1745749191719,347
1745749191723,337
1745749191731,326
1745749191735,316
1745749191739,307
1745749191743,300
1745749191751,305
1745749191755,311
1745749191759,311
1745749191763,306
1745749191772,308
1745749191776,309
1745749191780,309
1745749191789,310
1745749191792,308
1745749191796,310
1745749191801,313
1745749191809,312
1745749191813,312
1745749191817,312
1745749191821,316
1745749191829,320
1745749191833,321
1745749191837,320
1745749191845,317
1745749191850,316
1745749191854,311
1745749191858,307
1745749191866,312
1745749191870,320
1745749191875,325
1745749191878,324
1745749191887,322
1745749191891,324
1745749191895,325
1745749191903,322
1745749191907,317
1745749191911,315
1745749191915,315
1745749191924,312
1745749191928,316
1745749191931,323
1745749191936,321
1745749191944,317
1745749191948,312
1745749191952,310
1745749191956,308
1745749191964,311
1745749191968,317
1745749191972,320
1745749191981,317
1745749191985,305
1745749191989,299
1745749191993,308
1745749192002,310
1745749192006,305
1745749192010,307
1745749192014,311
1745749192022,309
1745749192026,308
1745749192030,306
1745749192038,301
1745749192042,294
1745749192046,295
1745749192050,303
1745749192059,314
1745749192063,317
1745749192067,307
1745749192071,300
1745749192079,308
1745749192083,311
1745749192087,307
1745749192095,301
1745749192099,298
1745749192103,293
1745749192108,294
1745749192116,304
1745749192120,314
1745749192124,317
1745749192128,308
1745749192137,291
1745749192140,285
1745749192144,297
1745749192153,308
1745749192157,304
1745749192161,294
1745749192165,296
1745749192173,297
1745749192177,299
1745749192181,302
1745749192186,308
1745749192194,309
1745749192198,301
1745749192202,292
1745749192206,295
1745749192214,302
1745749192218,306
1745749192223,305
1745749192231,300
1745749192235,301
1745749192239,299
1745749192243,293
1745749192251,298
1745749192255,307
1745749192259,311
1745749192263,317
1745749192271,318
1745749192276,318
1745749192280,324
1745749192288,322
1745749192292,314
1745749192296,316
1745749192300,316
1745749192309,310
1745749192312,302
1745749192316,297
1745749192321,290
1745749192329,290
1745749192333,298
1745749192337,303
1745749192345,300
1745749192349,292
1745749192353,293
1745749192357,294
1745749192366,280
1745749192370,260
1745749192374,267
1745749192378,322
1745749192386,411
1745749192390,503
1745749192394,556
1745749192403,486
1745749192407,377
1745749192411,317
1745749192415,318
1745749192423,336
1745749192427,329
1745749192431,306
1745749192435,288
1745749192443,280
1745749192448,283
1745749192452,291
1745749192460,296
1745749192464,291
1745749192468,281
1745749192472,281
1745749192481,292
1745749192484,295
1745749192489,294
1745749192493,297
1745749192501,298
1745749192505,300
1745749192509,302
1745749192513,304
1745749192522,305
1745749192526,305
1745749192529,304
1745749192538,309
1745749192542,311
1745749192546,312
1745749192550,314
1745749192558,316
1745749192562,316
1745749192566,320
1745749192570,326
1745749192579,330
1745749192583,338
1745749192587,343
1745749192595,342
1745749192599,343
1745749192603,349
1745749192608,358
1745749192616,359
1745749192620,353
1745749192624,348
1745749192628,346
1745749192636,352
1745749192640,351
1745749192644,340
1745749192653,329
1745749192657,325
1745749192660,322
1745749192665,317
1745749192673,315
1745749192677,312
1745749192681,303
1745749192685,292
1745749192694,289
1745749192697,304
1745749192701,316
1745749192710,316
1745749192714,314
1745749192718,308
1745749192722,306
1745749192730,311
1745749192734,317
1745749192739,312
1745749192743,309
1745749192751,312
1745749192755,309
1745749192759,302
1745749192763,296
1745749192771,300
1745749192775,314
1745749192780,318
1745749192788,313
1745749192792,304
1745749192796,290
1745749192800,298
1745749192808,323
1745749192812,336
1745749192816,327
1745749192820,315
1745749192829,310
1745749192833,314
1745749192837,315
1745749192845,315
1745749192849,321
1745749192853,320
1745749192857,315
1745749192865,315
1745749192870,318
1745749192874,314
1745749192878,310
1745749192886,309
1745749192890,311
1745749192894,318
1745749192902,324
1745749192906,321
1745749192910,315
1745749192914,314
1745749192923,318
1745749192927,321
1745749192931,323
1745749192935,320
1745749192943,320
1745749192947,324
1745749192952,322
1745749192960,316
1745749192964,318
1745749192968,318
1745749192972,314
1745749192980,309
1745749192984,308
1745749192989,312
1745749192992,320
1745749193001,326
1745749193005,324
1745749193009,319
1745749193017,322
1745749193021,327
1745749193025,326
1745749193029,322
1745749193038,325
1745749193042,325
1745749193046,323
1745749193050,320
1745749193058,323
1745749193062,327
1745749193066,332
1745749193070,334
1745749193078,330
1745749193083,330
1745749193087,326
1745749193095,325
1745749193099,329
1745749193103,332
1745749193107,332
1745749193115,331
1745749193119,334
1745749193124,334
1745749193128,336
1745749193136,334
1745749193140,333
1745749193144,335
1745749193152,331
1745749193156,330
1745749193160,323
1745749193165,317
1745749193173,324
1745749193177,338
1745749193181,352
1745749193185,357
1745749193193,364
1745749193197,363
1745749193202,352
1745749193209,348
1745749193213,352
1745749193218,350
1745749193222,341
1745749193230,333
1745749193234,331
1745749193238,332
1745749193242,335
1745749193250,336
1745749193254,327
1745749193259,324
1745749193267,327
1745749193271,331
1745749193275,327
1745749193279,307
1745749193287,295
1745749193291,317
1745749193296,382
1745749193300,474
1745749193308,561
1745749193312,590
1745749193316,505
1745749193324,396
1745749193328,349
1745749193333,363
1745749193337,378
1745749193345,352
1745749193349,312
1745749193353,299
1745749193357,304
1745749193365,316
1745749193369,320
1745749193373,315
1745749193378,312
1745749193386,319
1745749193390,326
1745749193394,330
1745749193402,331
1745749193406,325
1745749193410,316
1745749193414,308
1745749193423,311
1745749193427,324
1745749193431,332
1745749193435,329
1745749193443,326
1745749193447,325
1745749193451,323
1745749193460,324
1745749193464,329
1745749193467,337
1745749193471,346
1745749193480,355
1745749193484,360
1745749193488,361
1745749193492,360
1745749193500,353
1745749193504,351
1745749193508,355
1745749193517,365
1745749193521,373
1745749193525,378
1745749193529,380
1745749193537,380
1745749193541,376
1745749193545,376
1745749193550,370
1745749193558,361
1745749193562,355
1745749193566,353
1745749193574,347
1745749193578,336
1745749193582,330
1745749193586,326
1745749193595,329
1745749193599,332
1745749193603,325
1745749193607,325
1745749193615,331
1745749193619,335
1745749193623,334
1745749193627,325
1745749193636,307
1745749193640,300
1745749193644,312
1745749193652,323
1745749193656,323
1745749193660,322
1745749193664,322
1745749193672,322
1745749193676,321
1745749193681,321
1745749193685,323
1745749193693,323
1745749193697,316
1745749193701,311
1745749193709,320
1745749193713,333
1745749193718,340
1745749193721,332
1745749193730,325
1745749193734,321
1745749193738,318
1745749193742,323
1745749193750,330
1745749193754,330
1745749193758,325
1745749193767,323
1745749193771,329
1745749193775,329
1745749193779,326
1745749193787,326
1745749193791,324
1745749193795,323
1745749193799,325
1745749193808,328
1745749193811,328
1745749193816,326
1745749193824,326
1745749193828,325
1745749193832,325
1745749193836,322
1745749193844,322
1745749193848,324
1745749193853,328
1745749193857,329
1745749193865,323
1745749193869,316
1745749193873,324
1745749193881,332
1745749193885,331
1745749193890,324
1745749193894,326
1745749193902,330
1745749193906,330
1745749193910,333
1745749193914,331
1745749193922,323
1745749193926,318
1745749193930,320
1745749193935,329
1745749193942,336
1745749193946,334
1745749193951,327
1745749193959,330
1745749193963,338
1745749193967,342
1745749193972,339
1745749193980,337
1745749193983,340
1745749193988,339
1745749193992,334
1745749194000,330
1745749194004,328
1745749194008,329
1745749194016,337
1745749194021,343
1745749194024,356
1745749194029,368
1745749194037,368
1745749194041,366
1745749194045,363
1745749194049,363
1745749194057,358
1745749194061,357
1745749194065,352
1745749194074,342
1745749194078,341
1745749194082,343
1745749194086,347
1745749194094,342
1745749194098,340
1745749194102,353
1745749194106,364
1745749194115,360
1745749194119,349
1745749194123,328
1745749194131,311
1745749194135,326
1745749194139,381
1745749194143,464
1745749194152,552
1745749194155,599
1745749194160,523
1745749194164,402
1745749194172,348
1745749194176,371
1745749194180,396
1745749194184,388
1745749194193,363
1745749194197,348
1745749194201,350
1745749194209,357
1745749194213,352
1745749194217,347
1745749194221,348
1745749194229,351
1745749194234,354
1745749194238,356
1745749194242,357
1745749194250,359
1745749194254,358
1745749194258,361
1745749194266,363
1745749194270,360
1745749194275,362
1745749194278,367
1745749194287,367
1745749194291,365
1745749194295,367
1745749194299,364
1745749194307,367
1745749194311,373
1745749194315,375
1745749194323,373
1745749194328,378
1745749194332,388
1745749194336,392
1745749194344,395
1745749194348,400
1745749194352,403
1745749194356,409
1745749194365,418
1745749194369,418
1745749194373,407
1745749194381,400
1745749194385,405
1745749194389,412
1745749194393,409
1745749194401,395
1745749194406,382
1745749194410,372
1745749194414,363
1745749194422,369
1745749194426,376
1745749194430,373
1745749194438,361
1745749194443,355
1745749194446,351
1745749194451,354
1745749194459,353
1745749194463,347
1745749194467,347
1745749194471,352
1745749194479,355
1745749194483,355
1745749194487,349
1745749194491,347
1745749194500,350
1745749194504,349
1745749194508,350
1745749194516,350
1745749194520,348
1745749194524,351
1745749194528,355
1745749194537,354
1745749194540,354
1745749194545,357
1745749194549,359
1745749194557,358
1745749194561,354
1745749194565,350
1745749194573,351
1745749194577,353
1745749194581,353
1745749194586,350
1745749194594,350
1745749194598,352
1745749194602,355
1745749194606,358
1745749194614,362
1745749194618,362
1745749194622,357
1745749194631,355
1745749194635,352
1745749194639,353
1745749194643,357
1745749194651,352
1745749194655,351
1745749194659,351
1745749194663,349
1745749194672,351
1745749194676,357
1745749194680,351
1745749194688,349
1745749194692,354
1745749194696,350
1745749194700,343
1745749194709,339
1745749194713,345
1745749194717,352
1745749194721,351
1745749194729,344
1745749194733,347
1745749194737,350
1745749194745,345
1745749194749,344
1745749194753,345
1745749194757,346
1745749194766,343
1745749194770,344
1745749194774,343
1745749194778,336
1745749194786,337
1745749194791,343
1745749194795,344
1745749194799,344
1745749194807,344
1745749194811,340
1745749194815,333
1745749194823,335
1745749194827,339
1745749194831,341
1745749194835,342
1745749194843,349
1745749194848,355
